jitter_ms,planned_steps,actual_steps,denoise_ms,total_cycle_ms,stop_reason,ego_x,ego_y,ego_yaw,ego_vx,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9
38.5206,9,9,40.4842,79.0043,completed,81379.65,49918.42,0.5817,2.49,0.0000,0.6037,0.9666,1.6307,1.8247,2.5724,4.8857,6.5436,5.7833,
59.1515,5,5,31.3355,90.4866,completed,81380.31,49918.86,0.5668,2.77,0.0000,0.4042,0.7454,1.9244,7.1687,,,,,
26.6501,10,10,49.4474,76.0974,completed,81380.31,49918.86,0.5668,2.77,0.0000,0.3152,0.8689,1.4309,1.4388,3.3229,2.7126,4.0861,5.1771,4.8468
42.9001,8,8,37.3445,80.2445,completed,81381.04,49919.32,0.5635,3.18,0.0000,0.2079,0.6591,0.2334,0.9464,2.7319,6.4470,7.0996,,
24.3228,10,4,19.9635,44.2855,converged,81381.04,49919.32,0.5635,3.18,0.0000,0.0499,0.2911,0.0420,,,,,,
55.0852,6,3,12.0236,67.1087,converged,81381.87,49919.85,0.5645,3.62,0.0000,0.1124,0.0331,,,,,,,
52.5132,6,6,40.2149,92.7279,completed,81381.87,49919.85,0.5645,3.62,0.0000,0.3648,0.7805,1.9715,5.0850,8.7537,,,,
51.1704,7,7,28.8647,80.0347,completed,81382.84,49920.45,0.5572,3.90,0.0000,1.0834,1.4150,2.8348,6.4514,7.8011,9.0692,,,
48.1921,7,7,37.7447,85.9368,completed,81382.84,49920.45,0.5572,3.90,0.0000,0.3140,0.2700,2.0810,1.6975,6.2019,8.4841,,,
20.0123,10,10,57.0918,77.1038,completed,81384.08,49921.24,0.5662,4.28,0.0000,0.5312,0.6634,0.2713,1.7404,3.7916,4.4110,6.8768,6.5147,5.3675
20.1376,10,10,39.9242,60.0613,completed,81384.08,49921.24,0.5662,4.28,0.0000,0.8139,1.0657,0.8120,0.7911,1.9496,4.2142,6.9952,7.3793,5.9815
45.0871,8,8,32.2270,77.3141,completed,81385.30,49922.01,0.5688,4.68,0.0000,0.5155,0.4799,1.5488,5.5027,5.2828,7.2111,6.9663,,
21.7066,10,10,45.8315,67.5376,completed,81385.30,49922.01,0.5688,4.68,0.0000,0.4194,0.4512,0.3423,2.8246,4.3877,5.1607,5.9496,6.2835,5.4226
46.1313,7,7,35.4559,81.5869,completed,81386.61,49922.84,0.5719,4.96,0.0000,0.2511,1.1386,4.6563,1.7940,6.1900,7.1222,,,
57.7994,6,6,38.6240,96.4231,completed,81386.61,49922.84,0.5719,4.96,0.0000,0.5933,0.3733,2.4442,6.6663,9.5706,,,,
37.3976,9,9,50.6847,88.0818,completed,81388.03,49923.75,0.5778,5.23,0.0000,0.4873,0.5889,1.1106,2.6856,1.6999,5.0003,6.6932,5.6375,
56.7482,6,6,32.1736,88.9216,completed,81388.03,49923.75,0.5778,5.23,0.0000,0.1257,0.7390,2.4067,7.8245,10.0088,,,,
41.1136,8,8,36.6228,77.7358,completed,81389.63,49924.79,0.5868,5.63,0.0000,0.1668,0.1257,0.9471,3.7046,3.5760,7.0112,6.2703,,
27.6172,10,10,43.7576,71.3746,completed,81389.63,49924.79,0.5868,5.63,0.0000,0.0305,0.1079,0.1878,1.7632,3.4619,3.5836,5.4844,6.0314,5.0455
26.2723,10,10,41.3416,67.6136,completed,81391.08,49925.76,0.5968,5.96,0.0000,0.2478,0.5301,0.5720,0.8215,3.7160,6.6914,7.8615,7.1070,5.5680
41.2006,8,8,28.1276,69.3276,completed,81391.08,49925.76,0.5968,5.96,0.0000,0.2871,0.4986,1.1123,2.1478,4.7661,7.7335,6.9213,,
24.5809,10,10,43.5356,68.1157,completed,81392.50,49926.73,0.6072,6.27,0.0000,0.3179,0.7008,0.9327,0.8032,1.8278,5.6373,6.7422,6.9569,5.7444
45.9319,8,8,30.0695,76.0005,completed,81392.50,49926.73,0.6072,6.27,0.0000,0.4125,0.7814,0.7367,2.6885,3.2072,6.9173,6.5612,,
36.8559,9,9,46.7561,83.6111,completed,81394.18,49927.92,0.6277,6.57,0.0000,0.2833,0.4974,0.1956,2.9843,2.1900,5.0183,6.8733,5.7327,
26.8178,10,10,48.8193,75.6363,completed,81394.18,49927.92,0.6277,6.57,0.0000,0.3025,0.5590,0.3390,0.7308,1.3544,2.6250,5.1898,6.6329,5.5193
22.0072,10,10,44.6960,66.7030,completed,81395.75,49929.06,0.6431,6.91,0.0000,0.3269,0.7215,1.0646,1.0926,1.5472,4.4047,6.3115,7.0411,5.9088
51.3844,7,7,33.5940,84.9780,completed,81395.75,49929.06,0.6431,6.91,0.0000,0.5167,0.8425,1.5148,2.4274,6.8135,7.5355,,,
34.5640,9,9,35.9918,70.5558,completed,81397.41,49930.31,0.6569,7.20,0.0000,0.3344,0.6349,0.2787,2.2363,1.2962,3.7836,6.8420,5.8061,
35.3030,9,9,47.2217,82.5237,completed,81397.41,49930.31,0.6569,7.20,0.0000,0.3679,0.7203,1.0691,0.7705,2.7969,5.0895,7.8064,7.0495,
55.0736,6,6,22.5498,77.6229,completed,81398.98,49931.54,0.6680,7.53,0.0000,0.5083,0.8878,1.6040,4.9974,9.4124,,,,
31.5623,10,10,48.9690,80.5310,completed,81398.98,49931.54,0.6680,7.53,0.0000,0.2614,0.6072,0.7637,1.5140,1.3301,4.6690,7.1072,7.2281,5.7238
20.2987,10,10,42.6038,62.9019,completed,81400.79,49932.97,0.6781,7.83,0.0000,0.3760,0.7981,0.8334,1.1323,1.4010,3.6710,5.5367,7.6645,7.2629
29.3644,10,10,46.0081,75.3722,completed,81400.79,49932.97,0.6781,7.83,0.0000,0.2086,0.5405,0.5252,0.6520,2.6554,1.2913,5.2865,6.4579,5.2022
39.3101,9,9,39.3426,78.6526,completed,81402.46,49934.34,0.6942,8.10,0.0000,0.1553,0.6835,1.0624,2.6770,2.7663,5.1694,8.2947,7.6019,
56.7561,6,6,36.2282,92.9843,completed,81402.46,49934.34,0.6942,8.10,0.0000,0.8548,1.9960,3.9644,7.7717,11.4104,,,,
39.9999,9,9,45.4522,85.4513,completed,81404.34,49935.93,0.7058,8.32,0.0000,0.2138,0.7737,1.1945,2.7889,3.6795,7.4071,8.5798,6.7940,
57.8738,6,6,30.8981,88.7712,completed,81404.34,49935.93,0.7058,8.32,0.0000,0.5075,1.4392,3.4041,6.5783,10.5439,,,,
37.2307,9,9,36.8958,74.1259,completed,81406.26,49937.57,0.7160,8.47,0.0000,0.0179,0.5552,0.7444,2.9804,4.3272,6.0644,8.4552,7.0182,
43.3573,8,8,36.7319,80.0889,completed,81406.26,49937.57,0.7160,8.47,0.0000,0.3417,1.0258,2.1350,4.8325,6.3186,9.6232,9.2091,,
31.3858,10,10,43.5549,74.9400,completed,81408.05,49939.14,0.7246,8.54,0.0000,0.1856,0.8061,1.2568,2.6755,3.4950,6.2793,8.6648,6.9061,5.1743
40.4602,8,8,38.4259,78.8860,completed,81408.05,49939.14,0.7246,8.54,0.0000,0.4274,1.2072,1.7520,3.0507,4.8854,9.0698,8.5752,,
26.6064,10,10,38.8348,65.4408,completed,81409.97,49940.86,0.7385,8.60,0.0000,0.0767,0.6034,1.0202,1.3408,2.0010,4.1304,6.7226,7.8234,6.3613
21.4326,10,10,36.3034,57.7355,completed,81410.93,49941.73,0.7417,8.61,0.0000,0.1287,0.7082,1.1876,1.9255,3.0509,6.2744,8.5719,7.6313,5.8106
58.3092,5,5,23.6953,82.0044,completed,81410.93,49941.73,0.7417,8.61,0.0000,0.7549,1.0185,4.7714,10.2162,,,,,
45.6731,8,8,30.5446,76.2176,completed,81412.65,49943.30,0.7424,8.63,0.0000,0.1708,1.7443,3.1064,4.6808,7.9691,10.3423,9.0949,,
29.8252,10,10,47.0215,76.8465,completed,81412.65,49943.30,0.7424,8.63,0.0000,0.0285,0.3891,0.2272,2.0871,3.3849,2.0320,6.1141,6.9295,5.5191
24.7826,10,3,15.4100,40.1920,converged,81414.56,49945.05,0.7432,8.64,0.0000,0.1297,0.0299,,,,,,,
31.9737,10,10,38.8746,70.8476,completed,81414.56,49945.05,0.7432,8.64,0.0000,0.1530,0.2185,0.3568,0.7722,1.1945,3.1544,6.6015,7.5656,6.2207
21.0469,10,10,36.3913,57.4373,completed,81416.03,49946.39,0.7423,8.64,0.0000,0.0845,0.1476,0.1172,1.2459,1.0419,3.6873,6.7583,7.8385,6.5124
31.4865,10,10,54.0032,85.4893,completed,81416.03,49946.39,0.7423,8.64,0.0000,0.0506,0.3408,0.2973,1.0299,1.0018,4.7952,7.6539,7.6051,6.1354
48.4902,7,7,44.7225,93.2126,completed,81418.08,49948.27,0.7391,8.63,0.0000,0.2538,0.6593,2.4734,5.5638,9.5695,8.7616,,,
